UF;Codigo da Infraçcao;Quantidade
MATO GROSSO;7315;9
MATO GROSSO DO SUL;7315;4
MINAS GERAIS;7315;76
PARA;7315;4
PARAIBA;7315;3
PARANA;7315;61
PERNAMBUCO;7315;154
PIAUI;7315;10
RIO DE JANEIRO;7315;13
RIO GRANDE DO NORTE;7315;5
RIO GRANDE DO SUL;7315;34
RONDONIA;7315;2
SANTA CATARINA;7315;37
SAO PAULO;7315;605
SERGIPE;7315;22
BAHIA;7323;6
CEARA;7323;12
DISTRITO FEDERAL;7323;9
ESPIRITO SANTO;7323;7
GOIAS;7323;28
MARANHAO;7323;1
MATO GROSSO;7323;9
MATO GROSSO DO SUL;7323;2
MINAS GERAIS;7323;38
PARA;7323;3
PARANA;7323;66
PERNAMBUCO;7323;36
RIO DE JANEIRO;7323;6
RIO GRANDE DO SUL;7323;19
RONDONIA;7323;1
RORAIMA;7323;4
SANTA CATARINA;7323;20
SAO PAULO;7323;84
SERGIPE;7323;5
TOCANTINS;7323;2
ALAGOAS;7331;1
PERNAMBUCO;7331;1
RIO GRANDE DO SUL;7331;4
SANTA CATARINA;7331;1
SAO PAULO;7331;5
ACRE;7340;367
ALAGOAS;7340;80
AMAZONAS;7340;162
AMAPA;7340;43
BAHIA;7340;548
CEARA;7340;4150
DISTRITO FEDERAL;7340;295
ESPIRITO SANTO;7340;519
GOIAS;7340;1967
MARANHAO;7340;80
MATO GROSSO;7340;1650
MATO GROSSO DO SUL;7340;103
MINAS GERAIS;7340;2464
PARA;7340;287
PARAIBA;7340;345
PARANA;7340;531
PERNAMBUCO;7340;2525
PIAUI;7340;33
RIO DE JANEIRO;7340;105
RIO GRANDE DO NORTE;7340;33
RIO GRANDE DO SUL;7340;436
RONDONIA;7340;40
RORAIMA;7340;30
SANTA CATARINA;7340;997
SAO PAULO;7340;2731
SERGIPE;7340;62
TOCANTINS;7340;78
ALAGOAS;7358;2
AMAZONAS;7358;1
BAHIA;7358;7
CEARA;7358;7
DISTRITO FEDERAL;7358;69
ESPIRITO SANTO;7358;10
GOIAS;7358;137
MATO GROSSO;7358;24
MATO GROSSO DO SUL;7358;3
MINAS GERAIS;7358;97
PARA;7358;6
PARAIBA;7358;9
PARANA;7358;52
PERNAMBUCO;7358;284
PIAUI;7358;2
RIO DE JANEIRO;7358;6
RIO GRANDE DO NORTE;7358;3
RIO GRANDE DO SUL;7358;67
RONDONIA;7358;1
SANTA CATARINA;7358;78
SAO PAULO;7358;134
SERGIPE;7358;1
TOCANTINS;7358;7
ACRE;7366;89
ALAGOAS;7366;221
AMAZONAS;7366;172
AMAPA;7366;58
BAHIA;7366;2160
CEARA;7366;441
DISTRITO FEDERAL;7366;832
ESPIRITO SANTO;7366;358
GOIAS;7366;2479
MARANHAO;7366;294
MATO GROSSO;7366;813
MATO GROSSO DO SUL;7366;193
MINAS GERAIS;7366;3216
PARA;7366;402
PARAIBA;7366;560
PARANA;7366;860
PERNAMBUCO;7366;1872
PIAUI;7366;211
RIO DE JANEIRO;7366;1262
RIO GRANDE DO NORTE;7366;168
RIO GRANDE DO SUL;7366;663
RONDONIA;7366;223
RORAIMA;7366;61
SANTA CATARINA;7366;778
SAO PAULO;7366;10080
SERGIPE;7366;551
TOCANTINS;7366;137
ALAGOAS;7374;1
AMAZONAS;7374;8
BAHIA;7374;15
CEARA;7374;4
DISTRITO FEDERAL;7374;2
ESPIRITO SANTO;7374;6
GOIAS;7374;34
MARANHAO;7374;19
MATO GROSSO;7374;3
MINAS GERAIS;7374;91
PARA;7374;15
PARAIBA;7374;1
PARANA;7374;41
PERNAMBUCO;7374;15
PIAUI;7374;4
RIO DE JANEIRO;7374;187
RIO GRANDE DO NORTE;7374;3
RIO GRANDE DO SUL;7374;33
SANTA CATARINA;7374;81
SAO PAULO;7374;106
SERGIPE;7374;6
TOCANTINS;7374;1
GOIAS;7412;1
ACRE;7455;291
ALAGOAS;7455;4325
AMAZONAS;7455;3815
AMAPA;7455;391
BAHIA;7455;54072
CEARA;7455;54944
DISTRITO FEDERAL;7455;68080
ESPIRITO SANTO;7455;7942
GOIAS;7455;174277
MARANHAO;7455;11003
MATO GROSSO;7455;38070
MATO GROSSO DO SUL;7455;18712
MINAS GERAIS;7455;155117
PARA;7455;29858
PARAIBA;7455;18113
PARANA;7455;78161
PERNAMBUCO;7455;29025
PIAUI;7455;10780
RIO DE JANEIRO;7455;11638
RIO GRANDE DO NORTE;7455;8533
RIO GRANDE DO SUL;7455;28962
RONDONIA;7455;1568
RORAIMA;7455;6510
SANTA CATARINA;7455;38199
SAO PAULO;7455;704738
SERGIPE;7455;17975
TOCANTINS;7455;8771
ACRE;7463;41
ALAGOAS;7463;989
AMAZONAS;7463;1026
AMAPA;7463;79
BAHIA;7463;6821
CEARA;7463;8230
DISTRITO FEDERAL;7463;7968
ESPIRITO SANTO;7463;1475
GOIAS;7463;28071
MARANHAO;7463;1818
MATO GROSSO;7463;7550
MATO GROSSO DO SUL;7463;3000
MINAS GERAIS;7463;21244
PARA;7463;5640
PARAIBA;7463;3598
PARANA;7463;13211
PERNAMBUCO;7463;4586
PIAUI;7463;1966
RIO DE JANEIRO;7463;1789
RIO GRANDE DO NORTE;7463;2272
RIO GRANDE DO SUL;7463;4815
RONDONIA;7463;348
RORAIMA;7463;1173
SANTA CATARINA;7463;6335
SAO PAULO;7463;99282
SERGIPE;7463;1263
TOCANTINS;7463;1766
ACRE;7471;9
ALAGOAS;7471;164
AMAZONAS;7471;204
AMAPA;7471;13
BAHIA;7471;596
CEARA;7471;972
DISTRITO FEDERAL;7471;801
ESPIRITO SANTO;7471;201
GOIAS;7471;3244
MARANHAO;7471;219
MATO GROSSO;7471;1104
MATO GROSSO DO SUL;7471;406
MINAS GERAIS;7471;2364
PARA;7471;555
PARAIBA;7471;470
PARANA;7471;1671
PERNAMBUCO;7471;574
PIAUI;7471;315
RIO DE JANEIRO;7471;208
RIO GRANDE DO NORTE;7471;284
RIO GRANDE DO SUL;7471;480
RONDONIA;7471;44
RORAIMA;7471;121
SANTA CATARINA;7471;773
SAO PAULO;7471;11814
SERGIPE;7471;88
TOCANTINS;7471;307
ALAGOAS;7552;1
AMAZONAS;7552;1
AMAPA;7552;18
CEARA;7552;1
GOIAS;7552;4
MATO GROSSO;7552;3
MINAS GERAIS;7552;27
PARA;7552;74
PARANA;7552;5
PERNAMBUCO;7552;7
PIAUI;7552;15
RIO DE JANEIRO;7552;12
RIO GRANDE DO SUL;7552;1
RONDONIA;7552;1
SANTA CATARINA;7552;1
SAO PAULO;7552;15
ACRE;7560;1
ALAGOAS;7560;2
BAHIA;7560;3
CEARA;7560;9
DISTRITO FEDERAL;7560;2
GOIAS;7560;8
MARANHAO;7560;2
MATO GROSSO;7560;5
MINAS GERAIS;7560;9
PARA;7560;3
PARAIBA;7560;3
PARANA;7560;10
PERNAMBUCO;7560;6
RIO DE JANEIRO;7560;4
RIO GRANDE DO NORTE;7560;6
RIO GRANDE DO SUL;7560;6
RONDONIA;7560;4
RORAIMA;7560;5
SANTA CATARINA;7560;5
SAO PAULO;7560;9
SERGIPE;7560;1
TOCANTINS;7560;1
ACRE;7579;12
ALAGOAS;7579;77
AMAZONAS;7579;29
AMAPA;7579;99
BAHIA;7579;822
CEARA;7579;522
DISTRITO FEDERAL;7579;888
ESPIRITO SANTO;7579;237
GOIAS;7579;633
MARANHAO;7579;158
MATO GROSSO;7579;54
MATO GROSSO DO SUL;7579;105
MINAS GERAIS;7579;740
PARA;7579;39
PARAIBA;7579;124
PARANA;7579;251
PERNAMBUCO;7579;465
PIAUI;7579;28
RIO DE JANEIRO;7579;641
RIO GRANDE DO NORTE;7579;395
RIO GRANDE DO SUL;7579;553
RONDONIA;7579;21
RORAIMA;7579;5
SANTA CATARINA;7579;645
SAO PAULO;7579;4345
SERGIPE;7579;33
TOCANTINS;7579;17
ACRE;7587;19
ALAGOAS;7587;269
AMAZONAS;7587;42
AMAPA;7587;16
BAHIA;7587;885
CEARA;7587;2497
DISTRITO FEDERAL;7587;1546
ESPIRITO SANTO;7587;222
GOIAS;7587;20415
MARANHAO;7587;351
MATO GROSSO;7587;430
MATO GROSSO DO SUL;7587;132
MINAS GERAIS;7587;29873
PARA;7587;280
PARAIBA;7587;409
PARANA;7587;1284
PERNAMBUCO;7587;2361
PIAUI;7587;2193
RIO DE JANEIRO;7587;422
RIO GRANDE DO NORTE;7587;516
RIO GRANDE DO SUL;7587;1388
RONDONIA;7587;41
RORAIMA;7587;10
SANTA CATARINA;7587;521
SAO PAULO;7587;94969
SERGIPE;7587;43
TOCANTINS;7587;304
MINAS GERAIS;7595;1
RIO DE JANEIRO;7595;1
SAO PAULO;7595;1
RIO GRANDE DO SUL;7609;1
BAHIA;7617;1
GOIAS;7617;2
MARANHAO;7617;1
MINAS GERAIS;7617;9
PARA;7617;3
PARANA;7617;1
RIO DE JANEIRO;7617;3
RIO GRANDE DO NORTE;7617;1
SANTA CATARINA;7617;1
SAO PAULO;7617;144
ACRE;7625;13
ALAGOAS;7625;139
AMAZONAS;7625;403
AMAPA;7625;55
BAHIA;7625;626
CEARA;7625;552
DISTRITO FEDERAL;7625;341
ESPIRITO SANTO;7625;202
GOIAS;7625;1595
MARANHAO;7625;158
MATO GROSSO;7625;188
MATO GROSSO DO SUL;7625;112
MINAS GERAIS;7625;2004
PARA;7625;171
PARAIBA;7625;430
PARANA;7625;1830
PERNAMBUCO;7625;757
PIAUI;7625;73
RIO DE JANEIRO;7625;679
RIO GRANDE DO NORTE;7625;216
RIO GRANDE DO SUL;7625;373
RONDONIA;7625;40
RORAIMA;7625;55
SANTA CATARINA;7625;629
SAO PAULO;7625;5273
SERGIPE;7625;478
TOCANTINS;7625;17
ACRE;7633;60
ALAGOAS;7633;772
AMAZONAS;7633;240
AMAPA;7633;46
BAHIA;7633;3163
CEARA;7633;584
DISTRITO FEDERAL;7633;3722
ESPIRITO SANTO;7633;920
GOIAS;7633;6454
MARANHAO;7633;434
MATO GROSSO;7633;1057
MATO GROSSO DO SUL;7633;502
MINAS GERAIS;7633;11318
PARA;7633;659
PARAIBA;7633;1046
PARANA;7633;6512
PERNAMBUCO;7633;10367
PIAUI;7633;791
RIO DE JANEIRO;7633;2514
RIO GRANDE DO NORTE;7633;870
RIO GRANDE DO SUL;7633;1875
RONDONIA;7633;332
RORAIMA;7633;212
SANTA CATARINA;7633;2781
SAO PAULO;7633;41045
SERGIPE;7633;1440
TOCANTINS;7633;199
